Genes	TCGA-24-1553-01A	TCGA-36-1569-01A	TCGA-24-1603-01A	TCGA-24-1557-01A	TCGA-24-1104-01A	TCGA-61-1724-01A	TCGA-24-1464-01A	TCGA-25-1318-01A	TCGA-24-1105-01A	TCGA-24-2023-01A	TCGA-29-1776-01A	TCGA-25-2409-01A	TCGA-25-1329-01A	TCGA-61-1911-01A	TCGA-24-2298-01A	TCGA-13-1489-01A	TCGA-61-1914-01A	TCGA-24-1431-01A	TCGA-24-1416-01A	TCGA-29-1696-01A	TCGA-24-1604-01A	TCGA-29-1711-01A	TCGA-36-1570-01A	TCGA-59-2348-01A	TCGA-25-1631-01A	TCGA-24-2033-01A	TCGA-24-1103-01A	TCGA-25-1322-01A	TCGA-24-1552-01A	TCGA-25-1321-01A	TCGA-59-2352-01A	TCGA-61-1918-01A	TCGA-25-1313-01A	TCGA-13-1511-01A	TCGA-24-2267-01A	TCGA-25-2400-01A	TCGA-29-1763-01A	TCGA-61-2008-01A	TCGA-29-1690-01A	TCGA-24-2024-01A	TCGA-29-1688-01A	TCGA-24-1464-01A	TCGA-29-2427-01A	TCGA-13-1507-01A	TCGA-29-1769-01A	TCGA-24-1428-01A	TCGA-30-1866-01A	TCGA-23-1123-01A	TCGA-25-2399-01A	TCGA-61-1907-01A	TCGA-24-2261-01A	TCGA-61-1995-01A	TCGA-13-2060-01A	TCGA-24-2290-01A	TCGA-13-1497-01A	TCGA-24-2288-01A	TCGA-13-1404-01A	TCGA-24-1422-01A	TCGA-29-1710-01A	TCGA-29-1766-01A	TCGA-13-1483-01A	TCGA-13-1410-01A	TCGA-13-1488-01A	TCGA-29-1770-01A	TCGA-29-1693-01A	TCGA-30-1891-01A	TCGA-24-1430-01A	TCGA-25-1628-01A	TCGA-29-1705-01A	TCGA-13-1499-01A	TCGA-25-1320-01A	TCGA-61-1919-01A	TCGA-24-1562-01A	TCGA-29-1785-01A	TCGA-23-1122-01A	TCGA-25-1635-01A	TCGA-24-1435-01A	TCGA-24-2289-01A	TCGA-13-1485-01A	TCGA-36-1576-01A	TCGA-29-2414-01A	TCGA-29-1777-01A	TCGA-13-1501-01A	TCGA-13-1495-01A	TCGA-13-1487-01A	TCGA-24-1467-01A	TCGA-24-2027-01A	TCGA-25-1312-01A	TCGA-24-2020-01A	TCGA-29-1774-01A	TCGA-61-1910-01A	TCGA-29-1762-01A	TCGA-24-1558-01A	TCGA-61-1741-01A	TCGA-13-1492-01A	TCGA-36-1571-01A	TCGA-29-1697-01A	TCGA-61-1900-01A	TCGA-61-2088-01A	TCGA-13-1409-01A	TCGA-36-1581-01A	TCGA-24-1923-01A	TCGA-24-1550-01A	TCGA-24-1563-01A	TCGA-25-1630-01A	TCGA-25-1323-01A	TCGA-25-1623-01A	TCGA-36-1577-01A	TCGA-25-2396-01A	TCGA-24-1474-01A	TCGA-25-1319-01A	TCGA-25-2404-01A	TCGA-29-1768-01A	TCGA-59-2351-01A	TCGA-24-1551-01A	TCGA-24-1544-01A	TCGA-24-1565-01A	TCGA-25-1316-01A	TCGA-09-2056-01A
MAOB	-0.050522022	-0.303968658	1.841658534	-0.127892768	0.040883833	0.025893452	0.021202481	-0.114570747	-0.794353911	-0.453997336	0.023186108	-1.047624332	0.939045409	-1.201933715	-0.361413021	-0.178167887	0.848276773	-0.265358879	0.689339715	1.207494186	0.999047904	-1.633658404	-0.088308397	0.599728583	1.865085389	1.187510554	1.555137073	0.397411817	-1.441213685	0.084879336	1.345517557	0.462191896	1.131347753	-1.537557499	0.036223524	1.344814304	2.076696183	0.390886142	-0.051240545	-0.99909017	-0.66498336	0.021202481	-0.386283001	-1.387689594	-0.91893119	0.583304876	-1.220508577	1.464522506	-1.363546958	0.321911078	-0.922478808	1.223612525	-0.220167895	-0.463587684	-1.000725149	-0.188216075	-0.032477495	-0.879771546	-0.182217105	-0.305268787	-1.073531839	-0.720610387	-0.386348944	-1.08385295	-1.977290792	-0.461167373	1.68589522	-0.713435004	-0.822842048	0.994945236	-1.186950274	-0.31080096	-0.750320158	-1.428762231	0.771038154	1.368141386	-0.315879375	0.117455008	-0.542283429	0.025335355	-1.078835619	-0.484827173	-1.018264751	0.662089248	-0.959260073	0.321254944	1.308343847	0.609130918	-0.43196626	1.771670719	-2.050452566	1.830348934	-0.522509439	0.383702485	1.95769626	0.297067714	0.31234939	0.675871331	0.48377298	-0.716453267	1.354353224	2.441758844	-0.435674267	-0.284447587	0.697787947	0.734942367	-0.478867623	0.18572068	-0.674200116	-2.496310512	0.009837975	0.28692992	1.813543982	1.345988331	-0.331972495	-0.515610132	0.531036331	-1.698656646	-0.713307316
BAG2	-1.701943492	-0.842935734	1.193478208	-0.493086755	-1.106343899	-0.329817443	0.013689082	0.018147907	-0.014280573	0.938139708	-0.4428296	-1.406750533	-0.393724534	-0.914748566	-0.826860877	-0.109500444	1.378610256	0.312368792	-1.071219134	-1.741090573	-1.551775255	0.557352724	0.305605874	1.705715379	0.406292083	-0.235398017	0.957571546	-0.530583647	-0.17723007	-1.379695196	1.603074032	-0.795407569	0.131431032	0.113491473	-0.069883429	-0.705099988	0.864438409	-0.244000182	0.94598521	-0.081106876	-0.284434641	0.013689082	-1.479493816	0.182753253	0.395375308	-0.078446835	0.223937464	-0.791358668	-1.275465743	2.366579906	0.874784834	-0.780382063	1.000770987	-1.727048681	-0.694945947	-0.50469331	-0.3450416	-0.235615973	-0.456948642	1.060300522	-0.696327134	-0.521224498	0.730481719	0.122675208	1.404726091	-0.590109025	-0.243480429	-0.200538924	-0.088045825	1.330926732	-0.479171761	0.468722645	-1.298008038	-1.451782565	0.192963243	0.063373487	0.073898398	1.502810933	0.408306494	0.372377956	-0.015871716	0.552968816	0.525295612	0.947929735	-0.640107623	-1.451351244	0.813928549	-0.623887728	-1.187165752	1.547117925	-2.705447401	2.066582838	1.232058804	1.147426605	2.185675658	-0.53034617	0.872085127	0.360425701	0.444825394	-2.623827397	1.722694812	0.804328752	1.044028152	1.1151135	-0.227380378	0.002691071	0.549557842	2.087512041	-0.878172965	-0.397022	0.043351046	0.525321553	0.684928795	0.134233418	-0.57478969	1.261840315	-1.133791628	-1.754867491	-0.819189767
SAMD4B	0.375203585	-0.11916453	-0.088466716	0.71566845	-0.114707221	0.207195237	-0.742414795	0.327552877	0.48539931	0.452658741	-0.259413265	-0.460278341	1.14374746	-0.680196166	-0.186769198	-1.129862647	-0.987954606	-0.236596731	-0.566320298	-1.306722925	-0.564351698	-0.021643704	0.0331979	0.480278482	0.72103939	-0.108997179	-0.062533831	0.852114593	4.040533851	0.389748923	-0.058891758	-0.805385167	-0.394222542	-0.289295198	0.471973196	-0.857068418	1.341937185	-0.141193444	-1.353056508	-0.311154848	-0.346156528	-0.742414795	-0.839774179	-1.763244779	-1.740224837	1.055201746	-0.553673833	-0.352657837	0.190830258	-1.568930387	2.509521359	-0.097927968	-1.142171383	0.184011655	-0.638264225	0.446361639	-1.287350744	-0.578095314	-0.715981797	-1.027491158	-0.709854258	0.884910966	-0.594439744	-0.287844762	-0.803189352	-1.57835258	0.453771472	0.553540083	0.76731521	0.017481171	0.135266896	-0.650688959	-0.011917999	-0.432987111	0.034505315	3.235932203	-0.722631558	0.646722865	-0.019163044	0.042453879	0.194183376	-1.942862317	0.081390174	0.085787798	0.160634185	-0.563079843	0.764832875	1.4975533	0.355898672	0.120229944	-0.191712933	0.333247621	2.516042363	1.662140043	1.141423484	0.965971002	0.094163179	0.063674236	0.542869802	0.100782631	-0.673812065	0.107773665	1.075008437	-0.510635993	-0.57707659	0.744500652	1.867617542	-0.363257878	-0.25398978	0.065338731	-0.776126387	2.520021646	-1.29087575	0.052660839	-0.369444411	1.992924059	-1.418553153	-0.343038503	-2.098356341
DBN1	0.460352815	1.007547057	0.287583336	0.908388291	-0.018272432	-1.814438792	-0.53883473	-0.153793664	1.394158197	-0.385312121	-0.054184166	-0.11503593	-0.882454973	-0.590007613	0.636351969	0.249810001	-1.207696419	-1.822779767	-0.730140392	-3.024440572	0.383239255	1.228718049	0.085587357	-1.792379482	0.016383602	-0.077911288	-0.305563297	-1.986860188	-0.349068327	0.643279863	0.163209629	-0.063068106	-0.456767597	0.766771136	-0.099538258	-0.924869661	1.954426547	0.75873161	-1.614223876	0.37694359	-1.886701876	-0.53883473	-0.606309945	0.027998712	-0.221559168	0.358246773	0.1471845	-0.608815445	1.049844744	-1.600039397	-0.986341385	0.431125467	-0.988019552	-2.985595976	0.604648098	0.687134995	0.233630905	0.3040987	1.25524548	-0.289561348	0.806562737	0.426257237	0.317253616	0.62554453	0.098194329	0.727810777	-0.247585605	0.851787713	-0.19213571	0.533024824	0.89235929	0.35200312	0.631669713	-1.445218868	1.690051636	-1.016670661	0.027995176	-0.0767797	-0.481033956	1.06153778	1.731606175	-0.222702372	0.358256045	0.4496335	2.431654258	-1.6073523	-0.932411225	0.062447378	-1.384453485	0.923662148	1.064637845	0.015669553	0.603223099	1.448317992	-1.226847508	0.320371501	0.307067671	1.15188347	-0.042342165	0.958978977	0.044883682	-1.545675917	1.597218652	-0.372095477	0.180082629	1.15864491	0.09982262	0.522862409	0.268953014	0.718504585	0.572321752	0.441421973	-1.669867992	0.310089444	0.297851033	0.607536224	-2.360029864	-0.134370734	-1.096876109
VCP	-0.155472766	-0.860319389	-0.533145535	0.04838136	-0.512011362	0.233105284	-0.712052829	-1.008191809	-0.481222724	-0.936430415	-0.430993717	0.046975217	0.757824852	-0.636805592	1.434275345	-1.489593299	-1.312650528	-0.813255149	0.305399396	-0.775144586	-0.441235505	1.62487166	0.822735272	1.60485595	0.481139556	-2.036894078	-0.186378027	0.86913129	0.087613086	-0.887911362	-0.392471911	-0.06978499	-0.783717989	2.15554437	-0.486551679	-0.052006183	0.201990251	-0.347944133	-1.229882499	-1.344455988	0.00894751	-0.712052829	0.286945649	-0.594551082	-0.389764791	1.710545751	-1.665443227	-0.083148153	0.24230473	1.215995148	-0.504466771	-0.238003149	-0.012842846	0.864630172	2.574086191	0.260714981	-0.031401082	0.059806784	-0.232320589	-1.36314767	-0.758365	-0.445854386	1.296299839	-1.583330587	-1.915980517	-0.641226658	0.452402897	0.709370014	-0.405854232	-0.148712104	0.897544838	-0.694485357	-0.131990668	-0.059316233	0.876058479	1.069896742	0.898729893	0.759688505	-1.456948755	1.361062875	-0.878139072	-1.575704965	0.088041661	1.507229319	-0.718944817	0.779283363	1.223335909	-1.015284718	-0.07715184	0.912687775	-0.172883635	1.884532801	0.435589721	1.639028271	1.437408492	-0.018882303	1.771546304	-1.21557588	-1.235704245	-3.126139109	1.271539634	-0.559985761	-0.158394021	0.074112686	0.451128962	-0.801548992	-0.783089465	1.050767632	0.671163306	0.553580908	1.488029554	1.697893213	-0.445654894	0.240545855	0.58078398	0.938160087	0.323538175	-1.054167818	-0.34587062
GOT1	-0.128687689	0.052960314	0.572029658	-0.277655104	0.7448436	-0.741878153	0.08924889	-0.349035731	2.127186739	1.616349011	-2.121212124	-1.10450968	-0.822531355	0.700113156	1.831132882	-0.257030605	0.026118365	0.589252406	0.554820765	-1.401582959	-2.127171499	-1.166175272	2.737674717	0.229382829	0.869734768	-0.465248771	0.923151673	0.210666255	0.402841251	-0.00650679	-1.632405048	-0.159308046	-1.08578473	1.216762127	-0.515672975	-0.858717638	-2.074700123	-0.104503761	-1.036115068	-1.505530296	1.577205644	0.08924889	-0.875151491	0.294458769	0.357722771	0.830922493	2.467113653	-0.380858881	0.135226393	-0.150282488	-0.236987277	1.394474353	-0.486588978	0.686577084	-0.848600488	0.627765441	-0.52022852	-0.153054683	0.386989122	-0.695957793	0.638115779	-0.008983546	1.199175824	0.558511306	1.215787232	-0.15118059	-0.99349492	-0.728211024	1.35010523	-0.903091511	-1.062603269	0.77305327	0.777316335	-1.144951676	0.282686517	-0.894401324	0.521877102	-1.924310114	-0.769776674	0.76114169	0.344211684	-0.065131202	-1.808758069	-0.361128541	0.624870553	-0.835983137	1.58046557	-0.157802401	-1.553892642	-0.269009463	0.105164868	1.414800335	0.161502323	-0.635490871	0.180510695	0.312765159	1.480610023	-0.561840942	-2.317561521	0.216185389	0.081393912	-0.547835194	-0.178023781	-1.10837317	-0.601673513	1.407093097	0.830909088	-1.015392949	0.395468849	0.746032195	0.191563215	0.080837627	-0.827136569	0.159332942	2.140145448	-0.983437963	0.028604746	0.32677202	0.61967422
TOMM34	-1.83548028	-0.420500173	1.425304427	-0.591101302	-0.2102996	-0.163892257	-0.891617649	-0.980077558	-0.655014657	0.389657011	0.082802522	0.448760701	0.175052708	-2.584515891	-2.580377778	-0.490639144	0.429827335	0.633700794	0.224483474	-1.221117679	1.737732504	1.718827827	0.060881032	0.766545145	0.954493053	0.900496415	0.875871283	1.211646045	-0.043933756	-0.032627874	0.015603736	0.758297908	-0.817200397	-0.526160157	-1.09474204	0.874412656	0.423878626	-0.863436066	-1.307364399	0.283194618	0.828295036	-0.891617649	-2.089702398	-0.359599329	-0.722177243	-0.736561363	-1.250997842	1.073226186	0.119014439	0.375011235	-0.607682651	0.971745522	-0.239813715	-0.594444323	0.53281136	-1.098421324	-0.842139252	-0.782239613	-0.949797117	0.097218327	-0.321979683	0.103491143	-1.82228195	0.248414897	-0.364497424	-0.720744855	2.509594326	0.657583476	1.287501358	0.464273179	-0.07150722	-1.058563265	0.183973442	-0.866416785	0.285351818	0.426370256	-0.689346251	-0.217317884	-0.6059256	0.156909954	-0.238955196	-1.968542218	-0.087161982	0.538414006	-0.27979391	1.742793141	0.528680884	0.574664861	-1.084756507	1.723833459	-0.70537571	0.394739173	-0.284688445	0.064106465	2.457864801	2.157505606	1.507267237	0.410140807	0.147875525	1.155138571	0.446711673	0.081377261	0.562985193	-2.450041951	-0.161614599	0.504141138	0.229654164	0.313066981	0.105889616	1.171099094	0.619703069	-0.886933078	-2.171176602	0.295877159	1.806211308	0.722417038	0.575745734	-0.298879559	-0.831399374
HMGCL	0.071150659	-0.174012013	1.416131635	0.239155855	1.485091996	0.632490863	-0.983154858	-0.379782011	-0.188252538	1.072575466	-1.660460407	0.649933108	0.374273113	0.975141935	1.470426398	-0.52046497	1.410057022	-0.613894509	-0.013801705	-0.270704146	-0.233595248	0.923660653	0.47997773	0.037434988	-1.339556217	-0.565484678	-0.445450947	0.568852265	2.244296058	0.841010173	-1.237602487	1.934954146	-0.666907294	1.64503722	0.051846727	-0.033516809	-0.073806019	-0.419093839	-0.927920221	-1.365908363	-1.309172421	-0.983154858	0.491316838	0.935474232	1.105286888	1.134320039	0.828964035	2.310876621	-0.200728834	-0.132078496	-0.431288177	1.051771693	0.710283378	-0.934605762	0.535010956	-0.5019693	-0.146564429	-1.483987099	1.217866228	0.214476605	0.464193514	-0.302312223	0.04753332	0.322963102	0.607305377	-0.8974533	1.222029154	-0.003909218	0.591282127	-1.372272463	-0.592287953	-0.990393696	-0.450902632	-0.710986931	0.546430956	0.73429696	-1.328656677	0.545161134	0.098627802	0.059077559	-1.592449658	-0.568077718	-0.490475819	0.325365517	-2.312814347	0.112777442	-0.813144629	0.100668809	-2.483306591	-1.241146225	0.013246155	-0.817472056	-0.140142118	-0.094832807	0.735315769	-0.109910687	1.919474132	-0.15488018	1.616651304	-1.829730891	0.606856658	-0.008835526	-0.883528501	-1.341527529	-0.528686028	-0.885768906	-1.240468383	-1.035411618	1.570156075	1.969911057	1.776000136	0.791245262	-1.133230491	-0.153254947	0.439265025	0.901698403	-0.193728492	-2.193325957	-0.369399104
HLA-A	1.464164239	-0.067342438	-0.529692633	0.310824777	0.088524355	-0.439935931	0.644168637	-1.036279571	-0.767773467	-0.166796932	-0.271578284	0.747505757	-1.494982906	0.527903236	0.030534367	-0.92723721	0.140493734	-0.699820113	-0.636092581	-0.191028287	1.258405071	2.094933582	0.620516914	-0.985278964	-0.155072283	-1.323317483	-1.027292521	-0.8799013	-2.791029335	-0.323877752	1.052929632	0.032875987	1.448586776	-0.56447886	1.264273348	-0.484202732	0.707896174	0.434059363	-0.152009823	-0.780377311	0.700903354	0.644168637	2.042072796	2.165815016	0.060152091	1.048059198	-0.205535485	0.813838311	0.11138537	1.013067046	0.955397458	-0.362225712	0.60911585	-0.163109566	1.768826535	0.556894027	-0.336616239	-0.395662786	1.40899541	0.177531405	0.537743314	1.128875067	2.364476293	-0.217869599	0.008670837	-0.221411023	-1.843762865	0.577167609	-0.649390086	0.911415573	-0.257771895	0.56323469	-0.182601854	1.165128352	-0.14810871	0.37813815	1.207880445	-0.128360823	-1.033844006	0.087418627	-0.741630154	1.38962271	-1.482257526	-0.910502162	-0.775641021	-0.944739926	-1.470215233	-0.133613517	-1.876100178	-0.948226774	-0.182797081	-2.270090372	-1.246253578	0.891749747	1.122120662	-0.952559683	0.440024092	-0.265342332	-2.383485634	-2.390958584	2.252219482	-1.227858536	-0.724140495	-0.403033142	-0.111389007	0.167147633	0.825714199	-0.45638478	0.765777682	-1.30626574	0.07123053	0.470819832	0.596103197	0.19348434	0.41357977	0.097456453	0.356738093	0.168019602	0.185158346
RTCA	-2.475958464	-1.364698477	0.01984123	0.029634486	0.334194045	-0.805983813	0.932000502	0.155650049	-1.701029688	1.50304813	-1.399558015	-1.467925232	0.560845799	0.034007863	1.461272622	0.936901086	1.131659607	2.36805957	1.218937124	-0.150615409	-1.45642063	0.699256836	0.443605215	2.301134025	0.273044442	0.127136231	-0.017985998	1.62832106	0.301992259	-0.321504431	-1.043188633	-0.937405103	0.162921791	0.651929929	0.161826876	-0.59580327	1.314224105	-1.562268245	-1.218092115	-0.343169067	0.822682663	0.932000502	-0.197275383	0.483951959	-0.087181915	-1.402239165	0.494816556	0.651908561	-0.13625988	-0.588559362	0.169885108	-0.230250935	1.713969491	1.605442832	0.724250501	1.116351997	-0.734996836	-0.251372359	0.290783	0.129505646	-0.87010852	1.011577058	-0.208249068	-0.75567946	0.275262584	-0.387058092	-1.708712777	-0.316706801	-1.467616167	0.473478681	-0.093277264	-0.617491791	-0.120260993	0.103706592	0.060963785	0.467813831	0.290058896	2.52294994	-0.526169923	-0.70312353	0.416680181	-0.771866534	-0.413620204	0.580675619	0.274787025	-0.524289229	-1.397020666	0.4407435	-0.376447218	-0.015238585	-1.563627107	0.701777448	-0.619976675	0.890603086	0.681158365	-0.393847797	1.141794637	-2.776414742	1.570292539	-1.855784953	0.51495138	-0.577604065	0.320409598	0.29042047	-0.011410628	0.46076354	0.087284534	1.525247238	-1.071735767	1.603357972	0.578073918	-0.270521646	-0.557447103	1.433677508	-0.097753034	-1.278465656	0.046259458	-1.372881664	-1.69718999
SCFD1	-0.352984896	-0.6873404	0.949261969	0.347413242	0.439534832	2.016637356	0.360135255	1.136260593	-0.274518668	-1.253490345	-1.257700427	0.040527031	-0.916974556	0.562969697	0.912756621	-0.998517682	0.777333231	-0.852725281	-0.602840844	0.886272214	0.080905304	-0.208299973	-0.919461815	2.041289383	-0.595000054	-0.37731848	-0.615067557	0.756595399	-1.286652464	-0.349583216	1.091431545	-0.225383672	1.021762818	-0.419077574	-1.015756439	-0.800803298	-0.79328853	-0.465211461	-0.286996871	-1.197691996	0.044346927	0.360135255	-0.580551229	-0.58402732	0.217741668	-0.987580997	-0.101688169	4.168480787	0.150392128	0.595454591	-0.791920639	1.430600749	-0.735790002	0.798766911	0.398446909	0.25454547	-0.459239935	0.164648817	-0.400196194	0.43756005	-0.489010746	0.217677955	-0.09942779	-1.521647576	0.692415574	0.669940701	0.753376094	0.478224838	-1.77464865	0.531911285	-0.707519469	0.215138475	0.555015537	-0.109986195	-0.513099231	-0.983981016	-0.09465065	-0.406094536	-0.498765062	0.235645121	0.698623053	0.468074188	-0.038076586	-0.342531668	-1.33804435	-0.149408456	1.247947978	0.570876531	0.576058012	0.883878376	-0.678921866	0.466925401	0.50829539	-1.058075374	-0.18626565	0.253697939	-1.04089572	-0.330116372	-1.308961444	0.807404913	-0.247251254	1.076277982	0.742235214	0.407499151	-0.070303538	0.120232132	0.382033566	0.808864654	-0.005911019	5.145936769	-0.044520183	-1.3709721	0.407534052	-0.611407482	-1.276115908	-0.476537358	-2.170807089	0.412683206	-1.637718369
BZW2	0.019178985	-0.457658659	1.01240309	1.050336846	-2.818586084	-1.58810226	0.188090211	-1.029682412	-0.013305692	1.068664973	-0.656562101	-0.361190323	-0.7676097	-0.097920178	-2.450183924	0.844910629	-0.760983435	1.857626476	-0.159129829	0.569761066	0.269535789	-0.766038347	-0.970030877	-0.193691206	0.022582838	1.202661966	0.729435765	0.032561949	0.558057788	-1.619719807	-1.84708134	0.975311099	-0.770614849	0.227628821	0.516270915	-0.651880545	-0.205757882	0.29117184	-0.623460922	0.109430062	-1.343499609	0.188090211	-0.578936216	0.678368356	0.591952997	-0.257092259	0.373890907	-1.057057051	-0.289180641	1.142744789	0.199678932	-0.17472856	0.475826008	1.293666756	0.520916481	-0.209310578	1.056859808	0.262066107	-0.639545956	0.388202309	0.860659725	0.077836025	0.089336261	-0.172550779	1.768911134	-1.086349738	0.924919764	0.515604343	-1.343789509	-1.308846144	0.320392101	1.492469674	-0.326325005	0.543672387	-1.515889929	-1.241084334	-0.156522392	0.329852179	0.305046448	0.933629656	-0.43838331	0.277829789	0.154019806	0.843939324	0.224966591	0.607140324	0.271986176	0.571782946	1.10336394	0.82241709	-1.126377929	1.35864357	-1.683710131	-0.236341805	-0.92800917	-0.773572447	-2.504311005	0.615806032	-1.7477396	-0.009389094	-0.167532569	-0.671045906	0.658147241	-1.178653907	0.074730603	-0.286535888	0.086969976	1.373949933	-0.819937993	0.443118695	-1.051110944	-1.573876289	1.028299585	1.167629243	3.329361099	0.404892067	-0.172981523	2.40817362	1.302612277
HLA-DRA	1.463121366	0.902897849	0.67275441	-0.253254372	0.13277142	-0.486514383	0.127963431	0.224407204	-0.227948389	-0.394240416	0.293808419	0.386937197	-1.121529852	1.053127101	-0.432048936	-2.089997171	0.942068224	-0.263346238	-0.39600152	1.440626346	0.142001854	0.798176012	0.56349697	-0.601238544	-0.27693165	0.60320055	-0.337942433	-0.672516533	-2.023830068	-0.432909307	0.117079019	1.345124994	0.632586093	0.322747256	0.491221002	-0.112409963	-0.155938582	0.488147194	1.261708602	0.699736523	0.244444349	0.127963431	2.146601134	1.197873595	-0.357686659	0.50245163	-0.08781937	0.043625704	0.583299886	1.702933214	1.099818095	0.414273437	0.833445284	-0.157406847	-1.685998823	-0.124030923	0.760943076	0.475554605	1.810809154	0.023521215	1.520120281	-0.980819828	0.815596485	0.231560633	0.716227156	0.246395711	-0.934190597	0.327953139	0.306421812	0.380604294	-0.377332089	0.961900757	0.106665384	1.60308136	-0.738537457	0.302179688	0.898621789	-0.318796583	-0.713443832	0.832282309	-0.391727901	0.840757993	-1.267932359	-0.544380858	-0.981096267	-0.623469645	-1.848938748	-0.191708441	-2.268347985	-2.47520566	-1.340998163	-1.522203065	-1.013185567	-0.029776031	-0.421447361	-2.535473746	-1.822632067	-1.354120642	-2.574070229	-0.949511068	1.307432408	0.073244057	-0.075934686	1.066691248	-0.165949602	-1.514170137	0.293481962	-1.233427903	0.075168932	0.484421164	0.633056432	-0.185264892	1.626589071	0.517352248	1.327614057	-1.961176582	1.040108475	-0.486913217	0.451775716
FOLR1	0.544885838	-2.154341132	0.339436516	1.080661734	1.608966205	0.211096658	-0.973099418	1.129373968	-0.224417786	0.158344145	0.420572956	0.930404597	-1.48001829	1.402280696	0.05136295	1.433064992	0.381264595	0.41273108	1.180236328	0.700474756	0.94325478	-1.54062309	0.933896914	0.645137983	-0.379101478	-1.001849768	1.26121008	0.003031463	-2.080391445	0.966943564	-0.350361999	0.83774161	0.354750371	0.450019717	0.727401176	-0.358708363	-0.848468693	-0.113787194	-1.02494648	1.029255974	-0.171001695	-0.973099418	0.758727285	-0.013862029	0.341645893	0.827113689	1.58645964	-1.85238613	-0.387487752	0.114244853	-0.26925418	-0.197487607	-2.564881081	-0.247051495	1.14618135	0.419257847	0.204260156	0.088874035	0.792193816	0.414814669	-0.085407528	0.663764523	0.995134694	0.33839714	0.851099235	-0.153478956	1.171112955	0.361477391	-0.669035418	-1.317811535	-0.392208055	0.253477553	1.116840686	-0.290234251	0.537034232	-0.712864982	-0.596811275	-1.118767054	0.274731794	0.12129352	-0.493998441	0.520144316	1.256684597	-1.059717163	1.148127096	-0.793473368	-0.339558553	0.687428474	-2.144613263	-1.150313003	1.196268686	-0.670082356	1.374220096	-0.744963049	-2.960359346	1.040760454	0.214719799	-0.414600785	-1.747184465	1.206654217	-0.664886741	-0.294292387	-2.558752252	0.699173039	-0.178989124	0.718970804	-0.348393888	-1.380603775	0.461761141	-0.960469144	0.610505646	0.006255236	0.115346142	-0.047691978	0.579527919	0.106594559	0.802653575	-2.972888031	-1.153562826
MSH6	-0.115225234	-0.403628554	1.966472686	-0.173904356	-0.267895295	0.353864598	-1.406262341	-0.330637431	-0.102743744	-0.411884412	-0.328516019	0.247962701	0.072061725	-1.849863034	0.279286229	0.805088582	-0.939704203	-1.207514928	-0.467260951	-1.052975025	0.789880267	0.672679237	0.041155639	0.801096727	0.331017757	0.241797119	0.262495071	0.748154336	0.661366421	-0.596690967	0.442976086	0.225681664	-1.126597758	-1.14563726	0.081366731	4.101958081	-0.193614369	-0.110222629	-1.12255605	-0.571549159	-1.34830859	-1.406262341	-0.243741636	-1.730659722	0.755336147	0.753249459	-1.020892433	0.159659721	0.156952887	0.215773961	1.049340804	1.960956177	0.22226033	-0.321838362	0.234446929	-0.667095576	0.45297762	-0.840812871	-1.224141887	-0.649997676	-0.283376063	-0.762131043	-0.787865054	-0.972091985	-2.06467361	-1.777411144	0.157303217	0.691931576	-0.10395123	0.197483743	-0.004884654	-0.386769563	-0.628441032	-1.348439357	0.496254382	0.581122961	0.214943537	0.63180722	-1.399827593	-0.403901364	-0.83247586	-1.35158385	-1.906771183	-0.215163584	-0.266191519	0.349701957	0.763057824	0.001453182	1.086110089	1.3248962	-0.323995569	1.708283167	0.562942542	1.770065393	1.072023509	1.35442754	2.89255395	1.615289486	0.263726277	-0.065621166	-0.137638917	-0.478156484	1.266351024	-0.216859721	-0.40066313	0.115286821	0.303316039	0.74639187	-0.76017659	2.475022409	-0.299448659	-0.209522236	-1.249957974	0.018842204	1.403598967	1.123377321	-0.464257606	0.020412766	-1.345468599
IFIT1	0.189492102	-0.261603285	0.794160565	0.071304407	-0.743390894	0.029126894	-0.465195003	0.051213809	-1.566210935	-0.41100856	0.460815653	-0.126892018	-0.234401368	0.350286602	0.594014146	-0.855773309	0.517560068	-1.864592979	0.444038319	-0.576809837	1.488387583	0.637326074	0.505785296	0.864586509	0.455448584	-1.863618949	-0.743625236	1.36557488	-0.243663272	0.506575031	1.768980828	-0.64423315	1.439929175	0.738359664	0.468299117	0.526685553	0.564669433	-1.565675908	-2.193416929	-1.496335987	1.221649583	-0.465195003	0.359617398	1.860565895	1.013688184	0.538778047	0.580566967	2.232980477	0.587613757	2.353033661	0.060489679	-0.711165276	-0.025352079	0.309151663	0.166638995	0.368886373	-0.422016769	-0.696903163	0.387041966	0.955700512	0.741025945	1.483354636	0.225000888	-0.920469885	1.070824618	-0.986978334	-2.021455644	0.39395064	-1.393631805	0.612801335	0.34058613	0.415259244	-0.906774523	0.407326817	0.419280949	0.779521925	0.148055023	0.517505074	-2.447658842	-1.109062778	-0.8530715	0.611359526	-1.784739272	-0.817584236	-1.664895871	-0.319764532	-0.125099818	-0.126785956	-2.101911424	-1.197555791	0.366635406	-0.827012783	-0.117979274	0.933210551	1.004737438	0.655506836	1.77983281	-1.981119455	-1.999957293	0.167949128	0.621769674	0.48427076	-0.24176087	0.122636612	-0.104285859	0.301662661	1.228667388	-1.145313892	1.068125791	-0.079715797	0.930616085	0.873517166	0.406489796	-0.364846298	-0.563204269	0.207289019	-0.151283273	-1.970831021	-0.669817886
