"TCGA.24.1553.01A"	"TCGA.24.1422.01A"	"TCGA.36.1569.01A"	"TCGA.36.1581.01A"	"TCGA.24.1603.01A"	"TCGA.29.1710.01A"	"TCGA.29.1688.01A"	"TCGA.24.1467.01A"	"TCGA.24.1923.01A"	"TCGA.24.2027.01A"	"TCGA.24.1550.01A"	"TCGA.24.1557.01A"	"TCGA.24.1563.01A"	"TCGA.24.1104.01A"	"TCGA.61.1724.01A"	"TCGA.24.1464.01A"	"TCGA.29.2427.01A"	"TCGA.25.1318.01A"	"TCGA.29.1766.01A"	"TCGA.13.1483.01A"	"TCGA.25.1312.01A"	"TCGA.24.1105.01A"	"TCGA.13.1410.01A"	"TCGA.13.1488.01A"	"TCGA.24.2023.01A"	"TCGA.13.1507.01A"	"TCGA.29.1770.01A"	"TCGA.29.1776.01A"	"TCGA.29.1693.01A"	"TCGA.29.1769.01A"	"TCGA.24.1544.01A"	"TCGA.24.1428.01A"	"TCGA.24.2020.01A"	"TCGA.30.1891.01A"	"TCGA.25.2409.01A"	"TCGA.25.1329.01A"	"TCGA.24.1430.01A"	"TCGA.61.1911.01A"	"TCGA.30.1866.01A"	"TCGA.24.2298.01A"	"TCGA.25.1628.01A"	"TCGA.13.1489.01A"	"TCGA.29.1774.01A"	"TCGA.61.1910.01A"	"TCGA.23.1123.01A"	"TCGA.61.1914.01A"	"TCGA.25.2399.01A"	"TCGA.24.1431.01A"	"TCGA.29.1762.01A"	"TCGA.24.1565.01A"	"TCGA.24.1416.01A"	"TCGA.29.1696.01A"	"TCGA.61.1907.01A"	"TCGA.25.1316.01A"	"TCGA.24.2261.01A"	"TCGA.61.1995.01A"	"TCGA.25.1630.01A"	"TCGA.24.1558.01A"	"TCGA.13.2060.01A"	"TCGA.09.2056.01A"	"TCGA.24.1604.01A"	"TCGA.24.2290.01A"	"TCGA.29.1705.01A"	"TCGA.29.1711.01A"	"TCGA.36.1570.01A"	"TCGA.25.1323.01A"	"TCGA.59.2348.01A"	"TCGA.25.1623.01A"	"TCGA.25.1631.01A"	"TCGA.24.2033.01A"	"TCGA.24.1103.01A"	"TCGA.25.1322.01A"	"TCGA.13.1499.01A"	"TCGA.36.1580.01A"	"TCGA.61.1741.01A"	"TCGA.36.1577.01A"	"TCGA.25.1320.01A"	"TCGA.13.1497.01A"	"TCGA.61.1919.01A"	"TCGA.24.1552.01A"	"TCGA.24.1562.01A"	"TCGA.25.1321.01A"	"TCGA.25.2396.01A"	"TCGA.24.1474.01A"	"TCGA.59.2352.01A"	"TCGA.29.1785.01A"	"TCGA.61.1918.01A"	"TCGA.25.1313.01A"	"TCGA.23.1122.01A"	"TCGA.25.1635.01A"	"TCGA.25.1319.01A"	"TCGA.24.1435.01A"	"TCGA.13.1511.01A"	"TCGA.13.1492.01A"	"TCGA.25.2404.01A"	"TCGA.24.2288.01A"	"TCGA.24.2267.01A"	"TCGA.29.1768.01A"	"TCGA.13.1404.01A"	"TCGA.25.2400.01A"	"TCGA.36.1571.01A"	"TCGA.24.2289.01A"	"TCGA.29.1697.01A"	"TCGA.59.2351.01A"	"TCGA.24.1551.01A"	"TCGA.61.1900.01A"	"TCGA.13.1485.01A"	"TCGA.29.1763.01A"	"TCGA.36.1576.01A"	"TCGA.61.2008.01A"	"TCGA.29.2414.01A"	"TCGA.29.1690.01A"	"TCGA.24.2024.01A"	"TCGA.61.2088.01A"	"TCGA.29.1777.01A"	"TCGA.13.1501.01A"	"TCGA.13.1495.01A"	"TCGA.13.1487.01A"	"TCGA.13.1409.01A"
"SMPDL3B"	0.362175	-0.41265	-0.05255	0.345	0.756	0.85435	-0.574325	0.866	-1.41	-0.314	-0.758	-0.40765	-0.361	-0.307	-0.41665	-0.61265	-0.27365	0.02435	0.81335	0.79435	0.14735	0.516	-0.37365	0.0341	-0.669	0.84535	0.28435	-0.596	-0.622325	0.32435	0.20235	0.19	-0.209	-0.52265	-0.607825	-0.11835	-0.355325	0.412675	0.355	-0.16515	0.375175	0.176825	-0.733	0.04735	0.00204	-0.208	-0.10855	-0.33665	0.115675	0.67535	-0.25665	-1.10365	0.492175	-0.054	-0.36065	0.398675	-0.919	0.93035	0.10635	-0.00365	-0.537	-0.460325	-0.20655	0.05035	-1.00565	-0.71065	-0.42665	-0.305125	-1.22965	0.22035	-0.759325	-0.33765	0.123	0.41335	0.927675	-0.27965	0.131	-0.55065	-0.378	-0.0945	0.386175	0.187	-0.59165	-0.39065	-0.38665	-0.155	0.12835	-0.88265	0.52435	-0.0157	-0.547	-0.463325	-0.36165	-0.23875	-0.411375	0.164	0.37	-0.676325	0.47335	-0.737	0.18635	0.228675	0.845675	-0.40065	-0.902	0.437	-0.82165	0.792175	-0.0176	-0.351325	-0.333	-0.85665	0.071525	0.81035	0.853	-0.28765	-0.221	-0.05175	0.23735
"2-Mar"	-0.486125	-0.44025	-0.10495	0.483	-0.531	-0.60525	-0.354125	0.245	0.83	0.454	-0.421	0.98675	-1.06	-0.607	-0.38625	-0.51325	-0.38325	-0.65325	0.23775	-0.90525	0.06175	-0.264	-0.51425	1.37	-1.04	-0.66125	-0.32325	-0.27	-0.738625	-0.47525	0.20975	-0.0331	-0.208	-0.13495	-0.585625	0.03875	0.195875	-0.020725	0.0432	-0.27825	-0.313775	0.435375	0.608	1.01675	-0.373	0.249	-0.65125	-0.65525	0.560375	-0.18685	0.90675	0.76375	-0.632125	1.82	-0.65125	-0.040125	0.163	0.59175	-0.59825	-0.80725	0.0799	-2.061625	-0.20645	-1.23325	0.48375	0.23675	-0.04395	0.610875	0.76375	-1.20325	0.228975	0.24775	-0.471	-0.31925	-0.747625	1.31675	-0.545	0.38275	-0.27	-0.62	-0.434125	-0.0322	0.32575	-0.39425	0.03875	-1.31	-0.39425	0.82775	-0.25125	-0.0357	0.0454	-0.727625	-0.22325	0.57775	0.379375	-0.274	0.0398	0.438375	0.19375	0.379	-0.40725	-0.041125	0.361375	0.06675	0.389	0.618	1.20675	-0.249125	0.185	1.213375	0.44	1.27675	1.075875	-1.22325	0.544	-0.25225	-0.236	-0.34525	-0.47525
"PGD"	0.237469	0.107138	-0.350062	0.737	0.00434	0.113338	-0.169131	0.741	-0.141	-0.0596	1.14	0.198938	-0.195	-0.061	0.228938	-0.140062	-0.380062	-0.152062	-0.020662	0.583938	-0.253062	-0.118	0.035918	0.316	0.398	0.216938	-0.441062	-0.457	0.163681	0.068138	0.510938	0.0251	0.279	-0.018262	-0.237031	-0.153062	-0.080281	0.329969	0.343	-0.226062	-0.096231	-0.646531	0.241	0.164938	0.0831	-0.08	-0.138062	0.789938	0.698969	-0.289062	-0.210062	-0.084062	0.389969	-0.409	-0.003062	0.166469	-0.00805	1.022938	0.384938	-0.255062	-0.842	0.225469	-0.536062	0.345938	-0.031062	0.152938	0.060338	0.299469	-0.437062	-0.114062	-0.252031	0.162938	0.144	-0.166062	0.123219	1.186938	-0.319	0.015038	-0.145	-0.0114	-0.293031	-0.726	-0.395062	0.221938	0.141938	-0.521	0.691938	-0.016362	0.119338	0.176	0.444	-0.521031	0.760938	1.056938	-0.466031	-0.0207	-0.0766	0.451469	-0.255062	1.04	0.212938	0.433469	0.531469	-0.097062	-0.332	0.986	-0.559062	-0.359531	0.086	0.307469	0.358	0.048038	-0.662531	0.063238	-0.537	0.075838	0.226	-0.311062	-1.043062
"C9orf64"	0.09115	-0.1761	0.09711	-0.47	-0.0615	0.0584	0.31745	0.57	-0.0181	0.338	-0.282	0.0478	0.161	-0.0612	1.4819	0.0764	0.5689	-0.3161	-0.3301	0.3729	-0.2321	0.206	-0.1141	0.18	-0.0219	-0.0181	0.0662	0.308	-0.29355	0.1002	-0.0961	0.225	0.234	-0.0431	0.32295	-0.0161	-0.06405	-0.02695	0.335	0.6029	0.156	0.40645	-0.268	0.5589	0.0647	0.175	0.3409	-0.4811	0.1115	0.5939	0.2349	0.6299	-0.11655	-0.751	-0.1311	0.11495	-0.173	-0.3191	0.1379	0.2109	0.149	-0.45855	0.7109	0.1876	0.5029	-0.3181	0.0256	-0.44355	-0.1691	-0.2261	0.05855	0.1273	-0.517	0.09247	-0.31305	0.5499	-0.118	0.3459	-0.157	-0.538	-0.28955	0.313	0.4669	0.3939	-0.2161	0.575	0.4919	-0.3271	0.1905	0.183	-0.136	0.19035	0.6019	0.0251	0.37695	-0.0347	-0.183	-0.05705	0.2349	0.189	0.3179	0.16195	0.55045	-0.6631	0.128	0.326	-0.2401	-0.0629	0.291	0.21655	0.159	0.6129	0.01794	0.5769	-0.145	0.0788	0.215	0.0225	-0.1341
"UGDH"	-0.1719475	0.216105	0.119105	0.442	-0.491	0.486105	0.0939025	0.415	0.159	-0.308	0.782	-0.239895	0.253	-0.118	0.501105	0.153105	5e-06	-0.362895	0.115105	0.193105	0.132105	0.705	-0.407895	-0.136	-0.417	0.044105	0.123105	-0.0836	0.2000525	0.020205	0.006705	-0.0825	3.18	-0.628895	-0.0529475	-0.302895	-0.0276275	0.0605675	-0.109	0.294105	0.1090025	-0.1424975	0.27	-0.296895	-1.13	1.01	0.179105	0.095105	-0.0736975	-0.171895	-0.008395	-0.079995	-0.5829475	-0.498	-0.079695	-0.5944475	0.0436	0.326105	0.039105	0.575105	-0.532	-0.5264475	-0.364895	-0.254895	0.676105	0.159105	-0.132095	-0.1169475	-0.520895	0.427105	-0.2724475	-0.439895	0.257	-0.142395	-0.1511475	0.740105	-0.0185	0.441105	0.386	1.2	-0.2184475	0.222	0.150105	-0.553895	-0.302895	-0.485	0.215105	0.537105	-0.268895	0.0583	0.0808	-0.0339475	0.691105	-0.497895	0.0826525	-0.197	-0.813	0.4415525	0.175105	0.248	0.143105	-0.3509475	-0.2534475	-0.320895	-0.000914	-0.607	0.224105	0.0764525	0.0911	-0.0452975	-0.131	-0.033895	0.2980525	0.460105	0.0541	-0.070495	0.32	0.032505	-0.436895
"PAK1"	0.4330895	-0.120221	-0.132721	-0.352	-0.0143	-0.038821	-0.1525605	-0.0216	-0.354	-0.411	0.401	0.041179	0.0868	-0.00456	-0.210021	-0.484821	0.173179	-0.455821	-0.061821	-0.280821	-0.199621	-0.349	-0.220921	-0.156	-0.444	-0.052821	-0.503821	-0.364	0.0710895	-0.069321	-0.356821	0.0678	-0.286	-0.351821	-0.5404105	-0.650821	-0.0048605	0.1130895	0.00705	0.737179	-0.4879105	0.2030895	-0.338	-1.157821	-0.0969	-0.345	-0.245621	-1.098821	-0.0469105	-0.134921	-0.452821	-0.094521	0.2223895	0.0403	-0.117221	-0.2903605	-0.347	0.216179	-0.176221	-0.049821	-0.158	-0.3779105	-0.290821	-0.022821	0.220179	-0.573821	-0.161463	-0.7357105	-0.253521	-0.021821	0.3065895	0.136179	-0.248	-0.067521	0.0880895	-0.247621	-0.379	0.099179	-0.0143	-0.229	-0.4929105	0.114	-0.199421	-0.394821	-0.185421	-0.537	0.247179	-0.179421	-0.426821	-0.0609	2.48	0.0799395	0.106179	-0.011821	-0.1879605	-0.335	0.126	-0.6749605	-0.198321	-0.153	-0.477821	-0.6364105	0.3950895	0.028179	0.00186	-0.661	-0.562821	-0.4044105	0.0222	-0.2414105	-0.321	-0.437821	-0.2101605	0.245179	-0.734	0.279179	-0.356	0.148179	-0.265821
"UFL1"	-0.391375	0.00375	-0.08425	0.39	0.185	0.41375	-0.129825	-0.471	-0.18	0.51	0.196	-0.24425	0.302	-0.0478	0.12015	-0.07725	0.36175	-0.26825	0.17475	-0.36425	0.11395	0.0107	-0.34925	0.278	-0.113	0.02265	-0.00925	-0.0713	0.111475	-0.11725	0.37475	0.0251	-0.128	0.56475	-0.373125	-0.24825	-0.046625	0.344375	0.0665	-0.04215	-0.126625	0.223375	0.137	-0.77525	-0.0899	0.307	-0.00205	0.40475	-0.468625	0.26775	-0.18725	0.36975	-0.094525	-0.206	0.01965	-0.340625	0.302	-0.28025	0.05685	-0.08325	0.286	-0.042125	0.038742	-0.11525	-0.04635	0.08015	-0.29325	-0.775625	0.26475	-0.06195	0.117075	-0.49225	0.32	-0.34325	0.194375	0.09795	-0.15	0.26475	-0.00237	-0.167	-0.428625	-0.0394	0.16075	0.52175	-0.09125	0.579	0.06595	-0.18625	0.07955	0.443	0.0155	0.006775	0.71975	-0.23825	0.246875	0.0722	-0.374	0.224375	0.036758	0.135	0.10885	0.102325	0.055275	0.02853	-0.0878	0.177	0.07715	0.126725	0.134	-0.190625	0.617	0.35675	0.332875	0.56075	0.0456	-0.10925	-0.053	0.39975	0.09645
"BAG2"	-0.483725	0.28455	-0.68045	1.26	0.277	-0.43445	-0.784225	0.737	0.72	0.873	0.0744	-0.38745	0.355	-0.28	-0.16645	-0.36345	-0.61445	-0.36045	0.33655	-0.55745	-0.42945	0.303	-0.17215	0.0939	0.253	-0.54045	-0.06245	-0.776	0.321775	-0.26025	0.50055	-0.0483	-1.93	-0.30545	-0.957225	-0.31545	0.496775	-0.936725	-0.455	-0.22655	-0.052175	-0.143725	0.722	-2.13245	-0.837	-0.246	-1.10245	0.18055	0.664275	-0.22675	0.09155	-0.95645	1.233775	-0.562	0.44955	-0.742725	0.403	0.51655	-0.20148	-1.02745	-0.848	-1.611225	0.07855	-0.19114	0.20055	0.00255	0.89755	-0.177725	0.11255	-0.35645	0.294775	-0.05445	0.176	-0.27735	0.331275	1.05755	-0.213	-0.93345	0.369	-0.0035	-0.492225	-0.306	0.54255	-0.66545	0.37655	-1.28	-1.09145	0.18855	0.30555	0.00475	0.43	0.282775	0.08355	1.13755	0.818775	0.234	-0.49	0.249775	-0.32245	-0.0197	-0.90945	0.429275	0.017475	-0.25215	0.617	0.000879	-0.03045	-0.061875	0.276	-0.329725	-0.11	0.10655	-0.19339	0.59855	-0.255	0.11055	0.539	-0.27485	-1.18045
"SAMD4B"	-0.005835	-0.31927	0.03873	-0.498	-0.101	-0.19727	-0.148485	-0.0119	-0.102	-0.203	0.274	0.25273	0.399	-0.0197	-0.12007	0.05173	-0.11707	0.01993	-0.28627	-0.19427	0.27873	-0.355	0.14273	-0.27	-0.0752	-0.18727	-0.01477	-0.139	0.081365	-0.38627	0.23473	0.208	0.305	0.01153	-0.235285	0.30073	0.0069485	-0.246135	0.336	0.02163	0.030615	-0.153635	0.471	-0.00327	-0.171	-0.0366	-0.06781	-0.05447	0.229365	-0.62827	-0.28427	-0.075437	-0.355135	-0.0334	1.14473	-0.245435	-0.149	1.38473	-0.38227	-0.52527	-0.194	-0.112435	0.00093	-0.07886	-0.12027	-0.13847	0.25073	1.384865	0.07473	-0.01867	-0.122885	0.04173	-0.29	-0.15137	0.327365	-0.32927	0.0895	-0.18927	0.496	1.79	-0.010885	0.0544	-0.36627	-0.61827	-0.23127	-0.209	-0.39927	-0.12907	0.08573	1.45	-0.155	-0.029865	-0.37127	0.16573	0.629865	0.135	-0.0988	-0.552635	-0.38227	-0.23	0.61373	-0.089135	-0.049985	0.07673	0.443	-0.284	-0.05687	0.544365	-0.144	-0.094885	-0.0731	-0.49827	-0.148135	-0.37427	0.017	0.44273	-0.128	-0.05677	0.01733
"DBN1"	0.1869	0.3178	0.1686	-0.0229	0.323	0.3428	-0.4516	0.539	-0.529	0.135	1.01	0.0349	0.0714	-0.07	-0.6742	-0.2202	-0.2122	0.1602	0.2958	0.3888	-0.3012	0.279	0.1566	-0.019	-0.596	0.1204	0.4398	0.0715	0.5279	0.2668	-0.0322	-0.224	-0.209	0.7398	-0.0781	-0.4652	0.5319	-0.2856	0.294	0.3158	0.3854	0.1569	0.63	0.4458	-0.648	-0.498	0.10428	-0.6352	0.2339	-0.4582	-0.1292	-0.7672	-0.2981	-0.326	-0.4322	0.17605	0.17	0.3118	-0.1592	-0.3022	0.0675	-1.4216	0.2068	0.4548	0.0811	0.4068	-0.3222	0.24575	0.11529	0.1307	0.1168	-0.5462	0.398	0.5968	0.7424	0.0401	0.355	0.11662	0.333	-0.134	0.4159	0.179	-0.3992	0.5538	0.10932	-0.435	-0.2142	0.0461	0.5768	-0.292	0.0374	0.4229	0.5178	-0.4072	-0.0522	-0.0344	-0.392	0.0744	0.2108	-0.495	0.3268	-0.05865	0.16845	-0.2292	-0.0833	0.268	-0.0112	0.5869	0.211	-0.1956	0.162	-0.3452	0.3964	-0.3372	0.417	0.4328	0.501	0.9058	0.6438
"VCP"	-0.07325	0.0879	-0.6042	0.137	-0.388	-0.2072	0.2509	-0.126	0.263	0.0942	-0.31	0.2918	0.289	0.0691	0.2558	-0.4932	0.0305	-0.2632	-0.0952	-0.0282	-0.5162	-0.742	-0.2082	0.223	-0.113	0.3418	-0.2002	-0.0148	-0.4401	0.2248	0.3868	0.69	0.0862	0.4348	0.18015	0.1798	-0.1741	0.125	-0.201	0.6738	0.087	-0.3586	-0.0241	0.1908	-0.17	-0.329	-0.0722	-0.0872	0.6989	0.07434	0.2288	0.08609	0.9759	-0.296	-0.3842	-0.2916	0.291	0.059	-0.0592	0.1666	-0.608	0.2929	-0.2442	0.4168	-0.2962	-0.1902	0.2828	0.0149	0.07926	-0.5402	-0.2196	0.2118	0.188	-0.2722	0.5959	0.2858	0.289	1.1868	0.0236	-0.12	0.16235	-0.5	0.2038	0.1578	-0.2042	0.0272	-0.0372	-0.1192	0.2218	0.135	0.199	0.3374	0.9528	0.2838	0.2074	0.158	-0.195	-0.0366	0.1444	0.0256	-0.4292	0.09305	0.3774	-0.2152	-0.000753	-0.574	-0.4932	-0.010205	0.37	-0.2191	-0.112	-0.1142	-0.5826	-0.3672	0.0629	0.1401	0.612	-0.2182	-0.9332
"TOMM34"	-0.4997	-0.2964	-0.0374	0.0624	0.341	-0.4754	0.6138	-0.24	0.397	-0.255	0.4	-0.2004	-1.16	-0.29	0.1166	-0.4454	-0.5654	-0.0614	0.0258	0.0511	0.5586	-0.0361	0.1637	-0.675	0.276	0.0669	0.4606	0.244	0.07595	-0.0054	0.3356	-0.478	-0.505	-0.1934	0.13556	0.2636	0.7663	-1.4817	-0.514	-1.0034	0.1461	-0.0042	0.4	0.0326	0.38	0.584	0.1121	0.6216	0.3028	0.6046	0.3136	-0.5004	0.4883	0.157	-0.0794	0.4178	-0.171	0.0673	-0.0584	-0.2034	0.589	-0.09165	0.6856	0.6946	0.1482	-0.0894	0.4036	-1.0252	0.3536	0.3136	0.3508	0.4866	0.0653	0.09258	-5e-05	0.2336	-0.344	0.2366	-0.473	0.143	0.2923	-0.0304	-0.1254	0.7746	-0.2774	-0.348	0.2896	-0.1964	-0.3954	0.302	-0.192	-0.2497	-0.1164	1.1366	-0.0032	-1.11	-0.339	-1.3417	-0.2104	0.175	1.1766	-0.2342	0.6658	-0.1554	-0.0516	0.435	-0.1934	0.18065	-0.475	-0.3507	-0.222	-0.2284	0.2968	0.7296	-0.858	0.1476	-0.0117	0.1849	1.4466
"HMGCL"	-0.13515	-0.4425	-0.5675	-0.125	0.402	0.1415	-0.37525	0.321	-0.112	-0.984	-0.36	-0.0347	-0.522	0.977	0.2395	-0.104	0.6105	0.4995	0.1135	0.1885	0.2455	0.378	-0.3945	-0.186	0.138	0.1755	0.1175	-0.797	0.04755	-0.1472	0.5235	0.213	-0.713	-0.0886	0.75375	0.5175	-0.65175	0.46975	0.527	0.7505	-0.35825	-0.31275	-1.2	0.4155	1.04	0.559	-0.0963	-0.7315	-0.73975	0.0665	-0.2035	-0.2435	-0.26325	-0.929	0.0795	0.01205	-0.241	-0.7205	0.0321	0.0555	-0.187	-0.32175	-0.2725	0.5085	0.1505	-0.2745	0.2665	-0.49625	-0.5935	-0.0841	-0.21675	0.2695	-0.341	0.1555	-0.18935	0.1245	-0.564	0.0264	-0.495	0.294	-0.62875	0.432	0.6365	0.4515	-0.5055	-0.259	1.0495	-0.05612	-0.1479	0.13	0.622	-0.85375	0.5575	-0.0904	-0.37075	-0.534	-0.146	-0.07325	0.0625	-0.267	-0.0921	0.45675	0.43175	0.1665	-0.511	-0.323	0.0293	0.29675	-0.437	-0.0952	-0.778	-0.3985	-0.43225	1.3595	-0.467	-0.0351	0.146	-0.7585	-1.3105
"RTCA"	-0.1995	0.1607	-0.089	0.235	0.204	0.253	0.1825	0.503	-0.181	-0.56	0.23	0.1158	-0.0674	0.141	0.0459	0.423	0.1196	0.501	0.0307	-0.374	0.575	-0.386	0.283	-0.101	0.343	0.461	-0.188	-0.216	0.1433	-0.198	0.0108	-0.507	0.139	-0.086	-0.1208	0.361	-0.1	0.14145	0.513	0.42	-0.09565	0.2005	-0.118	-0.218	0.473	0.913	0.0235	0.972	-0.138	0.1342	0.398	-0.035	-0.106	0.512	0.0455	-0.2375	-0.702	-0.066	0.491	-0.052	-0.436	0.3605	-0.481	0.604	0.0088	0.06275	0.638	0.287	0.168	0.1509	0.1589	0.434	0.0988	-0.141	0.435	0.226	-0.0316	0.462	-0.0676	0.0571	0.0728	0.00178	-0.127	0.785	-0.063	-0.0373	0.021	0.0795	-0.163	0.15	0.085	0.1305	0.325	0.169	-0.239	0.45	0.171	0.0225	-0.319	0.157	-0.238	0.775	0.3065	0.358	-0.221	-0.962	-0.209	0.6805	0.0193	-0.2375	0.0295	-0.553	0.05005	0.666	-0.0696	-0.263	0.257	0.189	-0.338
"SCFD1"	-0.027615	0.0028	-0.1473	-0.0658	-0.0572	0.1106	-0.0174	0.562	0.332	-0.0227	0.376	-0.1606	0.326	0.194	0.6766	-0.1475	-0.0143	0.2126	0.0138	-0.2714	0.1406	-0.412	0.0456	-0.113	-0.173	-0.1934	-0.3144	-0.15	-0.0457	0.0059	-0.0985	-0.00082	0.157	0.3166	0.1233	-0.2374	-0.3582	0.2533	0.0606	0.1496	0.0014	-0.3447	-0.379	-0.3514	0.896	-0.0616	-0.2184	-0.2454	-0.050505	-0.3684	-0.07469	-0.2634	-0.03985	0.14	-0.1954	0.1808	-0.0831	0.0286	-0.2044	-0.4854	-0.0328	0.1393	-0.7204	-0.08121	-0.2624	-0.1164	0.4856	-0.1862	-0.3844	-0.0492	-0.146	0.1216	0.127	-0.0491	-0.4252	-0.135	-0.0896	0.1766	0.205	-0.178	0.1988	-0.0302	-0.13	1.3136	0.3386	-0.158	-0.2834	0.3886	-0.07392	0.0824	0.0519	0.3783	0.0296	-0.0856	-0.2537	0.223	0.0815	-0.0922	-0.113	-0.278	-0.1568	-6e-04	-0.6187	0.0796	-0.0384	-0.404	-0.1194	0.0413	-0.0429	-0.2362	0.152	-0.0479	-0.3632	-0.4494	0.0399	0.1876	0.0141	-0.2254	0.1396
"BZW2"	0.086425	0.07525	-0.32355	0.213	0.322	-0.04325	-0.250775	0.121	-0.00277	-0.195	0.281	0.45445	-0.819	-0.996	-0.43455	-0.22855	-0.35455	-0.42555	-0.08955	0.31745	0.52645	0.28	-0.19055	-0.108	0.353	0.15745	-0.22355	-0.123	0.575725	0.07685	0.00755	-0.192	0.407	-0.44155	-0.311775	-0.31555	-0.493775	-0.051225	-0.0976	-0.61555	0.034925	0.273225	0.274	-0.20255	-0.634	-0.35	-0.20755	0.79145	0.381725	-0.29655	0.16945	0.14645	0.260225	1	0.31845	0.294725	-0.222	-0.22155	0.21145	0.21045	0.0621	1.079725	-0.45855	-0.27655	-0.03245	0.02045	0.15145	-0.069525	-0.02795	0.49745	0.237225	0.15545	-0.337	-0.19155	0.07039	0.46045	0.0822	0.75045	0.594	0.606	0.01547	-0.431	-0.26655	0.23145	-0.76255	0.158	0.41145	-0.48055	-0.41555	-0.443	-0.679	-0.028275	0.26145	0.09525	-0.451775	0.0326	0.31	-1.013775	0.46945	-0.114	-0.09755	0.291725	-0.652775	0.20345	0.704	0.487	0.05695	0.105075	0.206	0.412725	-0.155	-0.55655	0.010125	-0.16655	-0.0391	-0.08355	-0.153	0.14745	0.05445
"MSH6"	-0.0183975	-0.585395	-0.685395	-0.424	0.113	-0.768395	-0.4366975	-0.0346	-0.328	0.263	0.58	0.063705	-0.335	-0.0943	0.473605	-0.080895	-0.132395	-0.412395	-0.109495	0.202605	0.234605	0.221	-0.156395	-0.338	-0.125	-0.215395	-0.451395	0.222	-0.6871975	0.828605	0.438605	0.691	1.04	-0.422395	0.0112025	-0.069495	0.1708025	-0.7281975	-0.307	0.450605	0.1128025	-0.0206525	0.516	0.221605	0.0404	-0.166	-0.225395	-0.227395	0.4778025	-0.105295	-0.160395	-0.104195	0.6768025	0.133	0.556605	0.5273025	-0.235	0.209605	0.045105	-0.106295	-0.21	-0.0196975	-0.463395	0.042805	-0.470395	0.271605	0.021205	0.2225025	-0.032985	0.282605	0.2803025	0.231605	-0.0684	-0.287395	1.2683025	0.878605	-0.343	0.224605	-0.0893	0.155	-0.2916975	-0.375	-0.267395	0.538605	0.202605	-0.388	0.051905	-0.382395	0.192605	-0.182	-0.732	-0.3111975	-0.623395	1.396605	-0.2781975	-0.463	-0.315	-0.5564475	0.649605	1.58	0.749605	-0.3191975	1.1933025	-0.111395	-0.00293	1.02	-0.688395	-0.2916975	-0.393	-0.0487175	0.139	-0.741395	-0.7021975	0.527605	-0.0562	-0.476395	-0.59	0.212605	-0.004795
"CDK5"	-0.2955	0.0756	0.388	0.191	-0.0527	-0.212	0.1118	-0.129	-0.316	-0.11	0.21	-0.0224	-0.104	0.321	-0.261	-0.209	-0.0542	0.192	-0.174	0.1318	-0.283	-0.598	0.0214	-0.296	0.269	-0.105	0.229	-0.807	0.1835	0.474	-0.0414	-0.16	-0.0334	-0.0026	0.16335	-0.139	-0.15635	-0.3315	0.176	0.0816	0.02515	0.6845	-0.0832	0.427	0.123	1.01	0.0287	-0.403	0.3775	0.0173	0.0273	-0.0295	-0.881	0.126	-0.399	-0.23385	-0.0234	0.607	1.365	0.1284	0.276	-0.1105	0.464	0.88	0.313	0.174	0.386	-0.61355	-0.325	-0.0544	0.22185	-0.253	-0.0595	0.1147	-0.3085	0.603	-0.0703	1.145	-0.0946	-0.0852	-0.199	-0.0555	-0.0161	0.797	0.075	0.29	0.351	-0.179	-0.465	-0.0979	-0.134	0.42	0.471	0.509	-0.6515	0.0194	0.514	-0.0265	-0.198	0.502	0.252	-0.434	-0.1065	-0.265	-0.437	0.807	0.23	0.3005	-0.0723	-0.2875	0.08	-0.366	0.2165	0.1276	0.461	0.214	0.0851	0.297	-0.165
"FDXR"	-0.029975	0.45105	-0.18895	-0.293	0.594	-0.41495	0.024425	-0.368	0.722	0.776	0.051	0.02565	-0.345	-0.33	-0.01835	0.80705	-0.00827	0.27905	-0.54095	0.18705	-0.10395	-0.753	-0.67795	-0.717	0.0982	-0.12795	-0.22795	0.314	-0.587975	-0.33395	-0.00208	-0.239	-1.09	-0.41795	-0.126475	-0.18295	-0.446975	-0.417975	-0.0628	-0.02595	-0.397975	0.555525	0.758	0.05135	0.274	-0.00113	0.49605	-0.75195	-0.019475	1.71605	1.02605	0.37505	0.296025	-0.325	-0.07805	0.188025	-0.0993	-0.22695	-0.09295	1.66605	-0.069	-0.334975	-0.00069	0.00775	0.47405	0.46005	1.02605	-0.531975	0.15505	0.29205	0.306525	0.09555	-0.419	0.21605	0.203525	0.49905	-0.176	-0.18195	-0.309	-0.228	-0.166075	0.46	0.27505	-0.44295	0.22205	0.681	-0.16095	0.53105	-0.01735	-0.343	0.159	-0.380475	-0.52095	0.81205	0.049275	-0.574	0.0269	-0.494975	0.05935	0.158	0.35105	0.122025	0.129125	0.31405	0.158	0.222	1.39605	0.262025	-0.407	0.522025	-0.166	0.22405	-0.09991	0.15705	-0.341	-0.57695	-0.387	-0.42995	-0.53295
